snapshot,tag,asset,downloads
2026-09-19,obf-regions,kentucky.obf,1
2026-09-19,obf-regions,louisiana.obf,1
2026-09-19,obf-regions,malaysia-singapore-brunei.obf,1
2026-09-19,obf-regions,mississippi.obf,1
2026-09-19,obf-regions,missouri.obf,1
2026-09-19,obf-regions,mongolia.obf,1
2026-09-19,obf-regions,montana.obf,1
2026-09-19,obf-regions,montenegro.obf,1
2026-09-19,obf-regions,morocco.obf,1
2026-09-19,obf-regions,nebraska.obf,1
2026-09-19,obf-regions,new-hampshire.obf,1
2026-09-19,obf-regions,north-dakota.obf,1
2026-09-19,obf-regions,norway-nord-norge.obf,1
2026-09-19,obf-regions,norway-ostlandet.obf,1
2026-09-19,obf-regions,norway-sorlandet.obf,1
2026-09-19,obf-regions,norway-svalbard-janmayen.obf,1
2026-09-19,obf-regions,norway-trondelag.obf,1
2026-09-19,obf-regions,norway-vestlandet.obf,1
2026-09-19,obf-regions,oklahoma.obf,1
2026-09-19,obf-regions,paraguay.obf,1
2026-09-19,obf-regions,polynesie-francaise.obf,1
2026-09-19,obf-regions,rhode-island.obf,1
2026-09-19,obf-regions,south-dakota.obf,1
2026-09-19,obf-regions,sudan.obf,1
2026-09-19,obf-regions,taiwan.obf,1
2026-09-19,obf-regions,tunisia.obf,1
2026-09-19,obf-regions,uganda.obf,1
2026-09-19,obf-regions,uruguay.obf,1
2026-09-19,obf-regions,venezuela.obf,1
2026-09-19,obf-regions,vermont.obf,1
2026-09-19,obf-regions,wyoming.obf,1
2026-09-19,poi-packs,alabama.delta.zip,1
2026-09-19,poi-packs,arkansas.delta.zip,1
2026-09-19,poi-packs,australia.delta.zip,1
2026-09-19,poi-packs,bolivia.delta.zip,1
2026-09-19,poi-packs,british-columbia.delta.zip,1
2026-09-19,poi-packs,california.delta.zip,1
2026-09-19,poi-packs,chile.delta.zip,1
2026-09-19,poi-packs,connecticut.delta.zip,1
2026-09-19,poi-packs,denmark.delta.zip,1
2026-09-19,poi-packs,ecuador.zip,1
2026-09-19,poi-packs,great-britain.delta.zip,1
2026-09-19,poi-packs,guatemala.zip,1
2026-09-19,poi-packs,indonesia.delta.zip,1
2026-09-19,poi-packs,japan.delta.zip,1
2026-09-19,poi-packs,latvia.zip,1
2026-09-19,poi-packs,minnesota.delta.zip,1
2026-09-19,poi-packs,mississippi.delta.zip,1
2026-09-19,poi-packs,missouri.delta.zip,1
2026-09-19,poi-packs,morocco.delta.zip,1
2026-09-19,poi-packs,new-zealand.delta.zip,1
2026-09-19,poi-packs,ohio.delta.zip,1
2026-09-19,poi-packs,peru.delta.zip,1
2026-09-19,poi-packs,poland.delta.zip,1
2026-09-19,poi-packs,romania.delta.zip,1
2026-09-19,poi-packs,tanzania.zip,1
2026-09-19,poi-packs,west-virginia.delta.zip,1
